source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[compound treatment]	factor value[temperature]
BJ Ras SV40 cell DMSO CETSA replicate 1, 37 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr12_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	12	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	37 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 41 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr12_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	12	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	41 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 44 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr12_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	12	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	44 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 47 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr12_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	12	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	47 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 50 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr12_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	12	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	50 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 53 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr12_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	12	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	53 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 56 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr12_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	12	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	56 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 59 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr12_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	12	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	59 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 63 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr12_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	12	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	63 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 67 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr12_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	12	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	67 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 37 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr01_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	37 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 41 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr01_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	41 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 44 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr01_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	44 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 47 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr01_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	47 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 50 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr01_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	50 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 53 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr01_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	53 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 56 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr01_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	56 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 59 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr01_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	59 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 63 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr01_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	63 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 67 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr01_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	67 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 37 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr02_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	2	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	37 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 41 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr02_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	2	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	41 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 44 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr02_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	2	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	44 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 47 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr02_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	2	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	47 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 50 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr02_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	2	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	50 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 53 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr02_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	2	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	53 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 56 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr02_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	2	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	56 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 59 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr02_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	2	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	59 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 63 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr02_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	2	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	63 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 67 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr02_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	2	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	67 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 37 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr03_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	3	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	37 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 41 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr03_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	3	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	41 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 44 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr03_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	3	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	44 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 47 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr03_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	3	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	47 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 50 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr03_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	3	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	50 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 53 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr03_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	3	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	53 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 56 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr03_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	3	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	56 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 59 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr03_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	3	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	59 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 63 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr03_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	3	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	63 C
BJ Ras SV40 cell TH1579 CETSA replicate 1, 67 C	Homo sapiens	cell culture	fibroblast	1	Drug1_fr03_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	3	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_Drug1_2p5ug_4uL_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	TH1579	67 C
