source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cell type]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[biological replicate]	material type	characteristics[strain or breed]	assay name	technology type	comment[sdrf version]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism]
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 29	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_AR4T30h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_AR4T30h_01.raw	29	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 30	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_BR2T124h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_BR2T124h_01.raw	30	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 31	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_AR3T10h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_AR3T10h_01.raw	31	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 32	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_AR1T224h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_AR1T224h_01.raw	32	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 33	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_BR3T224h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_BR3T224h_01.raw	33	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 34	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_BR1T124h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_BR1T124h_01.raw	34	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 35	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_BR2T224h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_BR2T224h_01.raw	35	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 36	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_CR4T20h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_CR4T20h_01.raw	36	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 37	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_CR2T30h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_CR2T30h_01.raw	37	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 38	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_BR2T20h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_BR2T20h_01.raw	38	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 39	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_AR1T124h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_AR1T124h_01.raw	39	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 40	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_BR3T20h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_BR3T20h_01.raw	40	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 41	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_AR2T20h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_AR2T20h_01.raw	41	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 42	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_BR1T10h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_BR1T10h_01.raw	42	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 43	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_CR1T20h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_CR1T20h_01.raw	43	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 44	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_AR4T224h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_AR4T224h_01.raw	44	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 45	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_CR1T124h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_CR1T124h_01.raw	45	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 46	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_CR4T10h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_CR4T10h_01.raw	46	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 47	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_BR2T324h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_BR2T324h_01.raw	47	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 48	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_AR4T10h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_AR4T10h_01.raw	48	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 49	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_BR1T224h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_BR1T224h_01.raw	49	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 50	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_BR4T324h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_BR4T324h_01.raw	50	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 51	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_AR4T20h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_AR4T20h_01.raw	51	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 52	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_AR3T30h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_AR3T30h_01.raw	52	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 53	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_AR1T30h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_AR1T30h_01.raw	53	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 54	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_BR1T20h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_BR1T20h_01.raw	54	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 55	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_CR3T124h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_CR3T124h_01.raw	55	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 56	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_BR1T30h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_BR1T30h_01.raw	56	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 57	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_AR2T30h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_AR2T30h_01.raw	57	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
