source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[raw acquisition series]
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_42	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	42	1	QEHF_180307_42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	43	1	QEHF_180307_43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_52	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	52	1	QEHF_180307_52.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_53	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	53	1	QEHF_180307_53.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_54	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	54	1	QEHF_180307_54.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_55	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	55	1	QEHF_180307_55.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_58	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	58	1	QEHF_180307_58.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_59	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	59	1	QEHF_180307_59.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_60	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	60	1	QEHF_180307_60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_61	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	61	1	QEHF_180307_61.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_62	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	62	1	QEHF_180307_62.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_63	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	63	1	QEHF_180307_63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_64	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	64	1	QEHF_180307_64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_65	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	65	1	QEHF_180307_65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_66	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	66	1	QEHF_180307_66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_67	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	67	1	QEHF_180307_67.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_69	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	69	1	QEHF_180307_69.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_70	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	70	1	QEHF_180307_70.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_71	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	71	1	QEHF_180307_71.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_79	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	79	1	QEHF_180307_79.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_80	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	80	1	QEHF_180307_80.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_83	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	83	1	QEHF_180307_83.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_84	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	84	1	QEHF_180307_84.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_85	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	85	1	QEHF_180307_85.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_86	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	86	1	QEHF_180307_86.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_87	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	87	1	QEHF_180307_87.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_88	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	88	1	QEHF_180307_88.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_90	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	90	1	QEHF_180307_90.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_91	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	91	1	QEHF_180307_91.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_93	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	93	1	QEHF_180307_93.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_95	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	95	1	QEHF_180307_95.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_96	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	96	1	QEHF_180307_96.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
pooled human plasma TMT sample (QEHF_180307)	Homo sapiens	blood plasma	1	QEHF_180307_97	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=TMT 10-plex;AC=MS:1002010	NT=Trypsin;AC=MS:1001251	97	1	QEHF_180307_97.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	QEHF_180307
