source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[individual]	characteristics[biological replicate]	characteristics[treatment]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[instrument]	comment[platform]	comment[panel name]	comment[quantification unit]	comment[plate]	comment[dilution]	comment[lot number]	comment[normalization method]	comment[olink panel]	comment[olink platform]	comment[npx normalization]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[treatment]
PAD000044-Donor3-IL12	Homo sapiens	culture supernatant	mucosal invariant T cell	normal	not available	not available	not available	adult	3	3	interleukin-12	study sample	culture supernatant	PAD000044-r00036-Donor3-IL12-1-20-MAIT_Alarmins2	protein expression profiling by antibody array	1	MAIT-Plate2.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/06/PAD000044/MAIT-Plate2.npx.csv	NT=Olink platform;AC=PRIDE:0000654	Olink Target 48	Cytokine	NPX	MAIT_Alarmins2	1:20	932007	Calibrator Normalized	Olink Target 48 Cytokine	Olink Target 48	Calibrator Normalized	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	interleukin-12
PAD000044-Donor3-IL12	Homo sapiens	culture supernatant	mucosal invariant T cell	normal	not available	not available	not available	adult	3	3	interleukin-12	study sample	culture supernatant	PAD000044-r00037-Donor3-IL12-1-50-MAIT_Alarmins2	protein expression profiling by antibody array	2	MAIT-Plate2.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/06/PAD000044/MAIT-Plate2.npx.csv	NT=Olink platform;AC=PRIDE:0000654	Olink Target 48	Cytokine	NPX	MAIT_Alarmins2	1:50	932007	Calibrator Normalized	Olink Target 48 Cytokine	Olink Target 48	Calibrator Normalized	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	interleukin-12
PAD000044-Donor3-IL12	Homo sapiens	culture supernatant	mucosal invariant T cell	normal	not available	not available	not available	adult	3	3	interleukin-12	study sample	culture supernatant	PAD000044-r00038-Donor3-IL12-1-100-MAIT_Alarmins2	protein expression profiling by antibody array	3	MAIT-Plate2.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/06/PAD000044/MAIT-Plate2.npx.csv	NT=Olink platform;AC=PRIDE:0000654	Olink Target 48	Cytokine	NPX	MAIT_Alarmins2	1:100	932007	Calibrator Normalized	Olink Target 48 Cytokine	Olink Target 48	Calibrator Normalized	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	interleukin-12
PAD000044-Donor3-IL33	Homo sapiens	culture supernatant	mucosal invariant T cell	normal	not available	not available	not available	adult	3	3	interleukin-33	study sample	culture supernatant	PAD000044-r00039-Donor3-IL33-1-20-MAIT_Alarmins2	protein expression profiling by antibody array	2	MAIT-Plate2.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/06/PAD000044/MAIT-Plate2.npx.csv	NT=Olink platform;AC=PRIDE:0000654	Olink Target 48	Cytokine	NPX	MAIT_Alarmins2	1:20	932007	Calibrator Normalized	Olink Target 48 Cytokine	Olink Target 48	Calibrator Normalized	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	interleukin-33
PAD000044-Donor3-IL33	Homo sapiens	culture supernatant	mucosal invariant T cell	normal	not available	not available	not available	adult	3	3	interleukin-33	study sample	culture supernatant	PAD000044-r00040-Donor3-IL33-1-50-MAIT_Alarmins2	protein expression profiling by antibody array	3	MAIT-Plate2.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/06/PAD000044/MAIT-Plate2.npx.csv	NT=Olink platform;AC=PRIDE:0000654	Olink Target 48	Cytokine	NPX	MAIT_Alarmins2	1:50	932007	Calibrator Normalized	Olink Target 48 Cytokine	Olink Target 48	Calibrator Normalized	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	interleukin-33
PAD000044-Donor3-IL33	Homo sapiens	culture supernatant	mucosal invariant T cell	normal	not available	not available	not available	adult	3	3	interleukin-33	study sample	culture supernatant	PAD000044-r00041-Donor3-IL33-1-100-MAIT_Alarmins2	protein expression profiling by antibody array	4	MAIT-Plate2.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/06/PAD000044/MAIT-Plate2.npx.csv	NT=Olink platform;AC=PRIDE:0000654	Olink Target 48	Cytokine	NPX	MAIT_Alarmins2	1:100	932007	Calibrator Normalized	Olink Target 48 Cytokine	Olink Target 48	Calibrator Normalized	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	interleukin-33
PAD000044-Donor3-IL33-IL12	Homo sapiens	culture supernatant	mucosal invariant T cell	normal	not available	not available	not available	adult	3	3	interleukin-12 and interleukin-33	study sample	culture supernatant	PAD000044-r00042-Donor3-IL33-IL12-1-20-MAIT_Alarmins2	protein expression profiling by antibody array	2	MAIT-Plate2.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/06/PAD000044/MAIT-Plate2.npx.csv	NT=Olink platform;AC=PRIDE:0000654	Olink Target 48	Cytokine	NPX	MAIT_Alarmins2	1:20	932007	Calibrator Normalized	Olink Target 48 Cytokine	Olink Target 48	Calibrator Normalized	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	interleukin-12 and interleukin-33
PAD000044-Donor3-IL33-IL12	Homo sapiens	culture supernatant	mucosal invariant T cell	normal	not available	not available	not available	adult	3	3	interleukin-12 and interleukin-33	study sample	culture supernatant	PAD000044-r00043-Donor3-IL33-IL12-1-50-MAIT_Alarmins2	protein expression profiling by antibody array	3	MAIT-Plate2.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/06/PAD000044/MAIT-Plate2.npx.csv	NT=Olink platform;AC=PRIDE:0000654	Olink Target 48	Cytokine	NPX	MAIT_Alarmins2	1:50	932007	Calibrator Normalized	Olink Target 48 Cytokine	Olink Target 48	Calibrator Normalized	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	interleukin-12 and interleukin-33
PAD000044-Donor3-IL33-IL12	Homo sapiens	culture supernatant	mucosal invariant T cell	normal	not available	not available	not available	adult	3	3	interleukin-12 and interleukin-33	study sample	culture supernatant	PAD000044-r00044-Donor3-IL33-IL12-1-100-MAIT_Alarmins2	protein expression profiling by antibody array	4	MAIT-Plate2.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/06/PAD000044/MAIT-Plate2.npx.csv	NT=Olink platform;AC=PRIDE:0000654	Olink Target 48	Cytokine	NPX	MAIT_Alarmins2	1:100	932007	Calibrator Normalized	Olink Target 48 Cytokine	Olink Target 48	Calibrator Normalized	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	interleukin-12 and interleukin-33
PAD000044-NoCells-Control	Homo sapiens	culture supernatant	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	5	untreated	buffer control	culture supernatant	PAD000044-r00045-NoCells-Control-1-1-MAIT_Alarmins2	protein expression profiling by antibody array	1	MAIT-Plate2.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/06/PAD000044/MAIT-Plate2.npx.csv	NT=Olink platform;AC=PRIDE:0000654	Olink Target 48	Cytokine	NPX	MAIT_Alarmins2	1:1	932007	Calibrator Normalized	Olink Target 48 Cytokine	Olink Target 48	Calibrator Normalized	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	untreated
PAD000044-NoCells-IL12	Homo sapiens	culture supernatant	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	6	interleukin-12	buffer control	culture supernatant	PAD000044-r00046-NoCells-IL12-1-1-MAIT_Alarmins2	protein expression profiling by antibody array	1	MAIT-Plate2.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/06/PAD000044/MAIT-Plate2.npx.csv	NT=Olink platform;AC=PRIDE:0000654	Olink Target 48	Cytokine	NPX	MAIT_Alarmins2	1:1	932007	Calibrator Normalized	Olink Target 48 Cytokine	Olink Target 48	Calibrator Normalized	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	interleukin-12
PAD000044-NoCells-IL33	Homo sapiens	culture supernatant	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	7	interleukin-33	buffer control	culture supernatant	PAD000044-r00047-NoCells-IL33-1-1-MAIT_Alarmins2	protein expression profiling by antibody array	1	MAIT-Plate2.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/06/PAD000044/MAIT-Plate2.npx.csv	NT=Olink platform;AC=PRIDE:0000654	Olink Target 48	Cytokine	NPX	MAIT_Alarmins2	1:1	932007	Calibrator Normalized	Olink Target 48 Cytokine	Olink Target 48	Calibrator Normalized	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	interleukin-33
PAD000044-NoCells-IL33-IL12	Homo sapiens	culture supernatant	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8	interleukin-12 and interleukin-33	buffer control	culture supernatant	PAD000044-r00048-NoCells-IL33-IL12-1-1-MAIT_Alarmins2	protein expression profiling by antibody array	1	MAIT-Plate2.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/06/PAD000044/MAIT-Plate2.npx.csv	NT=Olink platform;AC=PRIDE:0000654	Olink Target 48	Cytokine	NPX	MAIT_Alarmins2	1:1	932007	Calibrator Normalized	Olink Target 48 Cytokine	Olink Target 48	Calibrator Normalized	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	interleukin-12 and interleukin-33
PAD000044-Donor4-Control	Homo sapiens	culture supernatant	mucosal invariant T cell	normal	not available	not available	not available	adult	4	4	untreated	study sample	culture supernatant	PAD000044-r00049-Donor4-Control-1-1-MAIT_Alarmins3	protein expression profiling by antibody array	1	MAIT-Plate3.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/06/PAD000044/MAIT-Plate3.npx.csv	NT=Olink platform;AC=PRIDE:0000654	Olink Target 48	Cytokine	NPX	MAIT_Alarmins3	1:1	932011	Calibrator Normalized	Olink Target 48 Cytokine	Olink Target 48	Calibrator Normalized	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	untreated
PAD000044-Donor4-Control	Homo sapiens	culture supernatant	mucosal invariant T cell	normal	not available	not available	not available	adult	4	4	untreated	study sample	culture supernatant	PAD000044-r00050-Donor4-Control-1-50-MAIT_Alarmins3	protein expression profiling by antibody array	2	MAIT-Plate3.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/06/PAD000044/MAIT-Plate3.npx.csv	NT=Olink platform;AC=PRIDE:0000654	Olink Target 48	Cytokine	NPX	MAIT_Alarmins3	1:50	932011	Calibrator Normalized	Olink Target 48 Cytokine	Olink Target 48	Calibrator Normalized	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	untreated
PAD000044-Donor4-IL12	Homo sapiens	culture supernatant	mucosal invariant T cell	normal	not available	not available	not available	adult	4	4	interleukin-12	study sample	culture supernatant	PAD000044-r00051-Donor4-IL12-1-1-MAIT_Alarmins3	protein expression profiling by antibody array	1	MAIT-Plate3.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/06/PAD000044/MAIT-Plate3.npx.csv	NT=Olink platform;AC=PRIDE:0000654	Olink Target 48	Cytokine	NPX	MAIT_Alarmins3	1:1	932011	Calibrator Normalized	Olink Target 48 Cytokine	Olink Target 48	Calibrator Normalized	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	interleukin-12
PAD000044-Donor4-IL12	Homo sapiens	culture supernatant	mucosal invariant T cell	normal	not available	not available	not available	adult	4	4	interleukin-12	study sample	culture supernatant	PAD000044-r00052-Donor4-IL12-1-50-MAIT_Alarmins3	protein expression profiling by antibody array	2	MAIT-Plate3.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/06/PAD000044/MAIT-Plate3.npx.csv	NT=Olink platform;AC=PRIDE:0000654	Olink Target 48	Cytokine	NPX	MAIT_Alarmins3	1:50	932011	Calibrator Normalized	Olink Target 48 Cytokine	Olink Target 48	Calibrator Normalized	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	interleukin-12
PAD000044-Donor4-IL33	Homo sapiens	culture supernatant	mucosal invariant T cell	normal	not available	not available	not available	adult	4	4	interleukin-33	study sample	culture supernatant	PAD000044-r00053-Donor4-IL33-1-1-MAIT_Alarmins3	protein expression profiling by antibody array	1	MAIT-Plate3.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/06/PAD000044/MAIT-Plate3.npx.csv	NT=Olink platform;AC=PRIDE:0000654	Olink Target 48	Cytokine	NPX	MAIT_Alarmins3	1:1	932011	Calibrator Normalized	Olink Target 48 Cytokine	Olink Target 48	Calibrator Normalized	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	interleukin-33
PAD000044-Donor4-IL33	Homo sapiens	culture supernatant	mucosal invariant T cell	normal	not available	not available	not available	adult	4	4	interleukin-33	study sample	culture supernatant	PAD000044-r00054-Donor4-IL33-1-50-MAIT_Alarmins3	protein expression profiling by antibody array	2	MAIT-Plate3.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/06/PAD000044/MAIT-Plate3.npx.csv	NT=Olink platform;AC=PRIDE:0000654	Olink Target 48	Cytokine	NPX	MAIT_Alarmins3	1:50	932011	Calibrator Normalized	Olink Target 48 Cytokine	Olink Target 48	Calibrator Normalized	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	interleukin-33
PAD000044-Donor4-IL33-IL12	Homo sapiens	culture supernatant	mucosal invariant T cell	normal	not available	not available	not available	adult	4	4	interleukin-12 and interleukin-33	study sample	culture supernatant	PAD000044-r00055-Donor4-IL33-IL12-1-1-MAIT_Alarmins3	protein expression profiling by antibody array	1	MAIT-Plate3.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/06/PAD000044/MAIT-Plate3.npx.csv	NT=Olink platform;AC=PRIDE:0000654	Olink Target 48	Cytokine	NPX	MAIT_Alarmins3	1:1	932011	Calibrator Normalized	Olink Target 48 Cytokine	Olink Target 48	Calibrator Normalized	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	interleukin-12 and interleukin-33
PAD000044-Donor4-IL33-IL12	Homo sapiens	culture supernatant	mucosal invariant T cell	normal	not available	not available	not available	adult	4	4	interleukin-12 and interleukin-33	study sample	culture supernatant	PAD000044-r00056-Donor4-IL33-IL12-1-50-MAIT_Alarmins3	protein expression profiling by antibody array	2	MAIT-Plate3.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/06/PAD000044/MAIT-Plate3.npx.csv	NT=Olink platform;AC=PRIDE:0000654	Olink Target 48	Cytokine	NPX	MAIT_Alarmins3	1:50	932011	Calibrator Normalized	Olink Target 48 Cytokine	Olink Target 48	Calibrator Normalized	v1.1.0	NT=sdrf-skills;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	interleukin-12 and interleukin-33
