source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[experimental group]
PANC-1 Scr sample 3	Homo sapiens	cell culture	PANC-1	3	Scr_3_fraction_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	4	1	220419_PANC01_Scr_3-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Scr
PANC-1 Scr sample 3	Homo sapiens	cell culture	PANC-1	3	Scr_3_fraction_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	5	1	220419_PANC01_Scr_3-5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Scr
PANC-1 Scr sample 3	Homo sapiens	cell culture	PANC-1	3	Scr_3_fraction_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	6	1	220419_PANC01_Scr_3-6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Scr
PANC-1 Scr sample 3	Homo sapiens	cell culture	PANC-1	3	Scr_3_fraction_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	7	1	220419_PANC01_Scr_3-7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Scr
PANC-1 Scr sample 3	Homo sapiens	cell culture	PANC-1	3	Scr_3_fraction_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	8	1	220419_PANC01_Scr_3-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Scr
PANC-1 Scr sample 3	Homo sapiens	cell culture	PANC-1	3	Scr_3_fraction_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	9	1	220419_PANC01_Scr_3-9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Scr
PANC-1 Scr sample 3	Homo sapiens	cell culture	PANC-1	3	Scr_3_fraction_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	10	1	220419_PANC01_Scr_3-10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Scr
PANC-1 siRNA sample 3	Homo sapiens	cell culture	PANC-1	3	siRNA_3_fraction_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	1	1	220419_PANC01_siRNA_3-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siRNA
PANC-1 siRNA sample 3	Homo sapiens	cell culture	PANC-1	3	siRNA_3_fraction_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	2	1	220419_PANC01_siRNA_3-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siRNA
PANC-1 siRNA sample 3	Homo sapiens	cell culture	PANC-1	3	siRNA_3_fraction_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	3	1	220419_PANC01_siRNA_3-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siRNA
PANC-1 siRNA sample 3	Homo sapiens	cell culture	PANC-1	3	siRNA_3_fraction_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	4	1	220419_PANC01_siRNA_3-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siRNA
PANC-1 siRNA sample 3	Homo sapiens	cell culture	PANC-1	3	siRNA_3_fraction_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	5	1	220419_PANC01_siRNA_3-5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siRNA
PANC-1 siRNA sample 3	Homo sapiens	cell culture	PANC-1	3	siRNA_3_fraction_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	6	1	220419_PANC01_siRNA_3-6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siRNA
PANC-1 siRNA sample 3	Homo sapiens	cell culture	PANC-1	3	siRNA_3_fraction_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	7	1	220419_PANC01_siRNA_3-7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siRNA
PANC-1 siRNA sample 3	Homo sapiens	cell culture	PANC-1	3	siRNA_3_fraction_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	8	1	220419_PANC01_siRNA_3-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siRNA
PANC-1 siRNA sample 3	Homo sapiens	cell culture	PANC-1	3	siRNA_3_fraction_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	9	1	220419_PANC01_siRNA_3-9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siRNA
PANC-1 siRNA sample 3	Homo sapiens	cell culture	PANC-1	3	siRNA_3_fraction_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	10	1	220419_PANC01_siRNA_3-10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siRNA
PANC-1 Scr sample 4	Homo sapiens	cell culture	PANC-1	4	Scr_4_fraction_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	1	1	220419_PANC01_Scr_4-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Scr
PANC-1 Scr sample 4	Homo sapiens	cell culture	PANC-1	4	Scr_4_fraction_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	2	1	220419_PANC01_Scr_4-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Scr
PANC-1 Scr sample 4	Homo sapiens	cell culture	PANC-1	4	Scr_4_fraction_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	3	1	220419_PANC01_Scr_4-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Scr
PANC-1 Scr sample 4	Homo sapiens	cell culture	PANC-1	4	Scr_4_fraction_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	4	1	220419_PANC01_Scr_4-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Scr
PANC-1 Scr sample 4	Homo sapiens	cell culture	PANC-1	4	Scr_4_fraction_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	5	1	220419_PANC01_Scr_4-5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Scr
PANC-1 Scr sample 4	Homo sapiens	cell culture	PANC-1	4	Scr_4_fraction_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	6	1	220419_PANC01_Scr_4-6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Scr
PANC-1 Scr sample 4	Homo sapiens	cell culture	PANC-1	4	Scr_4_fraction_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	7	1	220419_PANC01_Scr_4-7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Scr
PANC-1 Scr sample 4	Homo sapiens	cell culture	PANC-1	4	Scr_4_fraction_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	8	1	220419_PANC01_Scr_4-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Scr
PANC-1 Scr sample 4	Homo sapiens	cell culture	PANC-1	4	Scr_4_fraction_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	9	1	220419_PANC01_Scr_4-9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Scr
PANC-1 Scr sample 4	Homo sapiens	cell culture	PANC-1	4	Scr_4_fraction_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	10	1	220419_PANC01_Scr_4-10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Scr
PANC-1 siRNA sample 4	Homo sapiens	cell culture	PANC-1	4	siRNA_4_fraction_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	1	1	220419_PANC01_siRNA_4-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siRNA
PANC-1 siRNA sample 4	Homo sapiens	cell culture	PANC-1	4	siRNA_4_fraction_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	2	1	220419_PANC01_siRNA_4-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siRNA
PANC-1 siRNA sample 4	Homo sapiens	cell culture	PANC-1	4	siRNA_4_fraction_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	3	1	220419_PANC01_siRNA_4-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siRNA
PANC-1 siRNA sample 4	Homo sapiens	cell culture	PANC-1	4	siRNA_4_fraction_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	4	1	220419_PANC01_siRNA_4-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siRNA
PANC-1 siRNA sample 4	Homo sapiens	cell culture	PANC-1	4	siRNA_4_fraction_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	5	1	220419_PANC01_siRNA_4-5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siRNA
PANC-1 siRNA sample 4	Homo sapiens	cell culture	PANC-1	4	siRNA_4_fraction_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	6	1	220419_PANC01_siRNA_4-6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siRNA
PANC-1 siRNA sample 4	Homo sapiens	cell culture	PANC-1	4	siRNA_4_fraction_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	7	1	220419_PANC01_siRNA_4-7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siRNA
PANC-1 siRNA sample 4	Homo sapiens	cell culture	PANC-1	4	siRNA_4_fraction_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	8	1	220419_PANC01_siRNA_4-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siRNA
PANC-1 siRNA sample 4	Homo sapiens	cell culture	PANC-1	4	siRNA_4_fraction_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	9	1	220419_PANC01_siRNA_4-9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siRNA
PANC-1 siRNA sample 4	Homo sapiens	cell culture	PANC-1	4	siRNA_4_fraction_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=.;MT=Variable	10	1	220419_PANC01_siRNA_4-10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siRNA
