source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[experiment]
20210727_IsletII7_uFASP_5	Mus musculus	pancreatic islet	not applicable	52	20210727_IsletII7_uFASP_5	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000628	NT=Synapt MS;AC=MS:1001782	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20210727_IsletII7_uFASP_5.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Islets uFASP
20210727_IsletII7_uFASP_5	Mus musculus	pancreatic islet	not applicable	52	20210727_IsletII7_uFASP_5_Mouse_islets_neuropeptides_FDR1_2	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000628	NT=Synapt MS;AC=MS:1001782	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20210727_IsletII7_uFASP_5_Mouse_islets_neuropeptides_FDR1_2.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Islets uFASP
20210728_Islet1_FTFTFT_001	Mus musculus	pancreatic islet	not applicable	53	20210728_Islet1_FTFTFT_001	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000628	NT=Synapt MS;AC=MS:1001782	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20210728_Islet1_FTFTFT_001.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Flow through
20210728_Islet1_FTFT_001	Mus musculus	pancreatic islet	not applicable	54	20210728_Islet1_FTFT_001	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000628	NT=Synapt MS;AC=MS:1001782	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20210728_Islet1_FTFT_001.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Flow through
20210728_Islet2_FTFTFT_001	Mus musculus	pancreatic islet	not applicable	55	20210728_Islet2_FTFTFT_001	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000628	NT=Synapt MS;AC=MS:1001782	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20210728_Islet2_FTFTFT_001.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Flow through
20210728_Islet2_FTFT_001	Mus musculus	pancreatic islet	not applicable	56	20210728_Islet2_FTFT_001	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000628	NT=Synapt MS;AC=MS:1001782	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20210728_Islet2_FTFT_001.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Flow through
20210729_InSolution_Islet1_001	Mus musculus	pancreatic islet	not applicable	57	20210729_InSolution_Islet1_001	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000628	NT=Synapt MS;AC=MS:1001782	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20210729_InSolution_Islet1_001.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Islets in solution
20210729_InSolution_Islet1_001	Mus musculus	pancreatic islet	not applicable	57	20210729_InSolution_Islet1_001_Mouse_islets_neuropeptides_FDR1_2	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000628	NT=Synapt MS;AC=MS:1001782	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20210729_InSolution_Islet1_001_Mouse_islets_neuropeptides_FDR1_2.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Islets in solution
20210729_InSolution_Islet4_FT_001	Mus musculus	pancreatic islet	not applicable	58	20210729_InSolution_Islet4_FT_001	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000628	NT=Synapt MS;AC=MS:1001782	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20210729_InSolution_Islet4_FT_001.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Flow through
20210729_Islet2_FT_IS_004	Mus musculus	pancreatic islet	not applicable	59	20210729_Islet2_FT_IS_004	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000628	NT=Synapt MS;AC=MS:1001782	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20210729_Islet2_FT_IS_004.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Flow through
20210729_Islet2_IS_001	Mus musculus	pancreatic islet	not applicable	60	20210729_Islet2_IS_001	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000628	NT=Synapt MS;AC=MS:1001782	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20210729_Islet2_IS_001.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Islets in solution
20210729_Islet2_IS_001	Mus musculus	pancreatic islet	not applicable	60	20210729_Islet2_IS_001_Mouse_islets_neuropeptides_FDR1_2	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000628	NT=Synapt MS;AC=MS:1001782	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20210729_Islet2_IS_001_Mouse_islets_neuropeptides_FDR1_2.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Islets in solution
20210729_Islet3_FT_002	Mus musculus	pancreatic islet	not applicable	61	20210729_Islet3_FT_002	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000628	NT=Synapt MS;AC=MS:1001782	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20210729_Islet3_FT_002.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Flow through
20210729_Islet3_FT_IS_005	Mus musculus	pancreatic islet	not applicable	62	20210729_Islet3_FT_IS_005	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000628	NT=Synapt MS;AC=MS:1001782	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20210729_Islet3_FT_IS_005.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Flow through
20210729_Islet3_IS_001	Mus musculus	pancreatic islet	not applicable	63	20210729_Islet3_IS_001_Mouse_UDMSe_FDR_1_min_2_pep_2	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000628	NT=Synapt MS;AC=MS:1001782	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20210729_Islet3_IS_001_Mouse_UDMSe_FDR_1_min_2_pep_2.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Islets in solution
20210729_Islet4_FTFT_001	Mus musculus	pancreatic islet	not applicable	64	20210729_Islet4_FTFT_001	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000628	NT=Synapt MS;AC=MS:1001782	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20210729_Islet4_FTFT_001.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Flow through
