source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[sample material]	factor value[experimental condition]
5_Microsomes	Homo sapiens	liver	not available	not available	4	Christine_TPA_180223_LysC_H32	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 5
3_Microsomes	Homo sapiens	liver	not available	not available	5	Christine_TPA_180223_LysC_H35	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 3
2_Microsomes	Homo sapiens	liver	not available	not available	6	Christine_TPA_180223_LysC_H38	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H38.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 2
10_Microsomes	Homo sapiens	liver	not available	not available	7	Christine_TPA_180223_LysC_H41	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H41.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 10
4_Microsomes	Homo sapiens	liver	not available	not available	8	Christine_TPA_180223_LysC_H44	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H44.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 4
9_Microsomes	Homo sapiens	liver	not available	not available	9	Christine_TPA_180223_LysC_H47	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 9
8_Microsomes	Homo sapiens	liver	not available	not available	10	Christine_TPA_180223_LysC_H50	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H50.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 8
14_Microsomes	Homo sapiens	liver	not available	not available	11	Christine_TPA_180223_LysC_H53	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H53.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 14
11_Microsomes	Homo sapiens	liver	not available	not available	1	Christine_TPA_180223_Try_H1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 11
12_Microsomes	Homo sapiens	liver	not available	not available	2	Christine_TPA_180223_Try_H6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 12
1_Microsomes	Homo sapiens	liver	not available	not available	15	Christine_TPA_180223_Try_H11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 1
7_Microsomes	Homo sapiens	liver	not available	not available	14	Christine_TPA_180223_Try_H16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 7
15_Microsomes	Homo sapiens	liver	not available	not available	13	Christine_TPA_180223_Try_H21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 15
13_Microsomes	Homo sapiens	liver	not available	not available	12	Christine_TPA_180223_Try_H26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 13
6_Microsomes	Homo sapiens	liver	not available	not available	3	Christine_TPA_180223_Try_H29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 6
5_Microsomes	Homo sapiens	liver	not available	not available	4	Christine_TPA_180223_Try_H32	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 5
3_Microsomes	Homo sapiens	liver	not available	not available	5	Christine_TPA_180223_Try_H35	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 3
2_Microsomes	Homo sapiens	liver	not available	not available	6	Christine_TPA_180223_Try_H38	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H38.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 2
10_Microsomes	Homo sapiens	liver	not available	not available	7	Christine_TPA_180223_Try_H41	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H41.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 10
4_Microsomes	Homo sapiens	liver	not available	not available	8	Christine_TPA_180223_Try_H44	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H44.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 4
9_Microsomes	Homo sapiens	liver	not available	not available	9	Christine_TPA_180223_Try_H47	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 9
8_Microsomes	Homo sapiens	liver	not available	not available	10	Christine_TPA_180223_Try_H50	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H50.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 8
14_Microsomes	Homo sapiens	liver	not available	not available	11	Christine_TPA_180223_Try_H53	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H53.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 14
11_Homogenate	Homo sapiens	liver	not available	not available	1	Christine_TPA_180223_LysC_H3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 11
12_Homogenate	Homo sapiens	liver	not available	not available	2	Christine_TPA_180223_LysC_H8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 12
1_Homogenate	Homo sapiens	liver	not available	not available	15	Christine_TPA_180223_LysC_H13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 1
7_Homogenate	Homo sapiens	liver	not available	not available	14	Christine_TPA_180223_LysC_H18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 7
15_Homogenate	Homo sapiens	liver	not available	not available	13	Christine_TPA_180223_LysC_H23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 15
13_Homogenate	Homo sapiens	liver	not available	not available	12	Christine_TPA_180223_LysC_H28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 13
6_Homogenate	Homo sapiens	liver	not available	not available	3	Christine_TPA_180223_LysC_H31	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 6
5_Homogenate	Homo sapiens	liver	not available	not available	4	Christine_TPA_180223_LysC_H34	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 5
3_Homogenate	Homo sapiens	liver	not available	not available	5	Christine_TPA_180223_LysC_H37	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 3
2_Homogenate	Homo sapiens	liver	not available	not available	6	Christine_TPA_180223_LysC_H40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 2
10_Homogenate	Homo sapiens	liver	not available	not available	7	Christine_TPA_180223_LysC_H43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 10
4_Homogenate	Homo sapiens	liver	not available	not available	8	Christine_TPA_180223_LysC_H46	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H46.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 4
9_Homogenate	Homo sapiens	liver	not available	not available	9	Christine_TPA_180223_LysC_H49	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H49.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 9
8_Homogenate	Homo sapiens	liver	not available	not available	10	Christine_TPA_180223_LysC_H51	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 8
14_Homogenate	Homo sapiens	liver	not available	not available	11	Christine_TPA_180223_LysC_H54	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H54.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 14
11_Homogenate	Homo sapiens	liver	not available	not available	1	Christine_TPA_180223_Try_H3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 11
12_Homogenate	Homo sapiens	liver	not available	not available	2	Christine_TPA_180223_Try_H8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 12
1_Homogenate	Homo sapiens	liver	not available	not available	15	Christine_TPA_180223_Try_H13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 1
7_Homogenate	Homo sapiens	liver	not available	not available	14	Christine_TPA_180223_Try_H18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 7
15_Homogenate	Homo sapiens	liver	not available	not available	13	Christine_TPA_180223_Try_H23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 15
13_Homogenate	Homo sapiens	liver	not available	not available	12	Christine_TPA_180223_Try_H28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 13
6_Homogenate	Homo sapiens	liver	not available	not available	3	Christine_TPA_180223_Try_H31	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 6
5_Homogenate	Homo sapiens	liver	not available	not available	4	Christine_TPA_180223_Try_H34	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 5
3_Homogenate	Homo sapiens	liver	not available	not available	5	Christine_TPA_180223_Try_H37	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 3
2_Homogenate	Homo sapiens	liver	not available	not available	6	Christine_TPA_180223_Try_H40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 2
10_Homogenate	Homo sapiens	liver	not available	not available	7	Christine_TPA_180223_Try_H43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Homogenate	donor 10
