source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[sample type]	characteristics[disease]	characteristics[sample matrix]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[platform]	comment[instrument]	comment[panel name]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[lot number]	comment[file uri]
PAD000028-SAMPLE_43	Homo sapiens	blood plasma	not applicable	43	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_43	PAD000028-r00043-SAMPLE_43	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_44	Homo sapiens	blood plasma	not applicable	44	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_44	PAD000028-r00044-SAMPLE_44	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_45	Homo sapiens	blood plasma	not applicable	45	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_45	PAD000028-r00045-SAMPLE_45	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_46	Homo sapiens	blood plasma	not applicable	46	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_46	PAD000028-r00046-SAMPLE_46	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_47	Homo sapiens	blood plasma	not applicable	47	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_47	PAD000028-r00047-SAMPLE_47	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_48	Homo sapiens	blood plasma	not applicable	48	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_48	PAD000028-r00048-SAMPLE_48	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_49	Homo sapiens	blood plasma	not applicable	49	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_49	PAD000028-r00049-SAMPLE_49	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_50	Homo sapiens	blood plasma	not applicable	50	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_50	PAD000028-r00050-SAMPLE_50	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_51	Homo sapiens	blood plasma	not applicable	51	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_51	PAD000028-r00051-SAMPLE_51	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_52	Homo sapiens	blood plasma	not applicable	52	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_52	PAD000028-r00052-SAMPLE_52	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_53	Homo sapiens	blood plasma	not applicable	53	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_53	PAD000028-r00053-SAMPLE_53	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_54	Homo sapiens	blood plasma	not applicable	54	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_54	PAD000028-r00054-SAMPLE_54	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_55	Homo sapiens	blood plasma	not applicable	55	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_55	PAD000028-r00055-SAMPLE_55	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_56	Homo sapiens	blood plasma	not applicable	56	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_56	PAD000028-r00056-SAMPLE_56	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_57	Homo sapiens	blood plasma	not applicable	57	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_57	PAD000028-r00057-SAMPLE_57	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_58	Homo sapiens	blood plasma	not applicable	58	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_58	PAD000028-r00058-SAMPLE_58	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_59	Homo sapiens	blood plasma	not applicable	59	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_59	PAD000028-r00059-SAMPLE_59	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_60	Homo sapiens	blood plasma	not applicable	60	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_60	PAD000028-r00060-SAMPLE_60	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_61	Homo sapiens	blood plasma	not applicable	61	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_61	PAD000028-r00061-SAMPLE_61	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_62	Homo sapiens	blood plasma	not applicable	62	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_62	PAD000028-r00062-SAMPLE_62	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_63	Homo sapiens	blood plasma	not applicable	63	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_63	PAD000028-r00063-SAMPLE_63	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_64	Homo sapiens	blood plasma	not applicable	64	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_64	PAD000028-r00064-SAMPLE_64	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_65	Homo sapiens	blood plasma	not applicable	65	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_65	PAD000028-r00065-SAMPLE_65	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_66	Homo sapiens	blood plasma	not applicable	66	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_66	PAD000028-r00066-SAMPLE_66	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_67	Homo sapiens	blood plasma	not applicable	67	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_67	PAD000028-r00067-SAMPLE_67	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_68	Homo sapiens	blood plasma	not applicable	68	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_68	PAD000028-r00068-SAMPLE_68	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_69	Homo sapiens	blood plasma	not applicable	69	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_69	PAD000028-r00069-SAMPLE_69	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_70	Homo sapiens	blood plasma	not applicable	70	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_70	PAD000028-r00070-SAMPLE_70	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_71	Homo sapiens	blood plasma	not applicable	71	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_71	PAD000028-r00071-SAMPLE_71	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_72	Homo sapiens	blood plasma	not applicable	72	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_72	PAD000028-r00072-SAMPLE_72	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_73	Homo sapiens	blood plasma	not applicable	73	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_73	PAD000028-r00073-SAMPLE_73	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_74	Homo sapiens	blood plasma	not applicable	74	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_74	PAD000028-r00074-SAMPLE_74	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_75	Homo sapiens	blood plasma	not applicable	75	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_75	PAD000028-r00075-SAMPLE_75	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_76	Homo sapiens	blood plasma	not applicable	76	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_76	PAD000028-r00076-SAMPLE_76	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_77	Homo sapiens	blood plasma	not applicable	77	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_77	PAD000028-r00077-SAMPLE_77	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_78	Homo sapiens	blood plasma	not applicable	78	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_78	PAD000028-r00078-SAMPLE_78	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_79	Homo sapiens	blood plasma	not applicable	79	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_79	PAD000028-r00079-SAMPLE_79	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_80	Homo sapiens	blood plasma	not applicable	80	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_80	PAD000028-r00080-SAMPLE_80	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_81	Homo sapiens	blood plasma	not applicable	81	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_81	PAD000028-r00081-SAMPLE_81	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_82	Homo sapiens	blood plasma	not applicable	82	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_82	PAD000028-r00082-SAMPLE_82	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_83	Homo sapiens	blood plasma	not applicable	83	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_83	PAD000028-r00083-SAMPLE_83	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_84	Homo sapiens	blood plasma	not applicable	84	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_84	PAD000028-r00084-SAMPLE_84	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
PAD000028-SAMPLE_85	Homo sapiens	blood plasma	not applicable	85	not pooled	study sample	not available	blood plasma	not available	not available	not available	neonate	SAMPLE_85	PAD000028-r00085-SAMPLE_85	protein expression profiling by antibody array	1	Rawdataparent.npx.csv	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.0.0	Olink Target 96	NT=Olink Target 96;AC=PRIDE:0000655	Olink Target 96 Cardiovascular III	NPX	Target96	Intensity Normalized (v.3)	6115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/09/PAD000028/Rawdataparent.npx.csv
