source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]
160811_BWNilsen_SILAC_A2	Homo sapiens	cell culture	1	160811_BWNilsen_SILAC_A2	proteomic profiling by mass spectrometry	1	160811_BWNilsen_SILAC_A2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160811_BWNilsen_SILAC_A3	Homo sapiens	cell culture	1	160811_BWNilsen_SILAC_A3	proteomic profiling by mass spectrometry	1	160811_BWNilsen_SILAC_A3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160811_BWNilsen_SILAC_A4	Homo sapiens	cell culture	1	160811_BWNilsen_SILAC_A4	proteomic profiling by mass spectrometry	1	160811_BWNilsen_SILAC_A4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160811_BWNilsen_SILAC_B1	Homo sapiens	cell culture	1	160811_BWNilsen_SILAC_B1	proteomic profiling by mass spectrometry	1	160811_BWNilsen_SILAC_B1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160811_BWNilsen_SILAC_B2	Homo sapiens	cell culture	1	160811_BWNilsen_SILAC_B2	proteomic profiling by mass spectrometry	1	160811_BWNilsen_SILAC_B2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160811_BWNilsen_SILAC_B3	Homo sapiens	cell culture	1	160811_BWNilsen_SILAC_B3	proteomic profiling by mass spectrometry	1	160811_BWNilsen_SILAC_B3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160811_BWNilsen_SILAC_B4	Homo sapiens	cell culture	1	160811_BWNilsen_SILAC_B4	proteomic profiling by mass spectrometry	1	160811_BWNilsen_SILAC_B4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160811_BWNilsen_SILAC_C1	Homo sapiens	cell culture	1	160811_BWNilsen_SILAC_C1	proteomic profiling by mass spectrometry	1	160811_BWNilsen_SILAC_C1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160811_BWNilsen_SILAC_C2	Homo sapiens	cell culture	1	160811_BWNilsen_SILAC_C2	proteomic profiling by mass spectrometry	1	160811_BWNilsen_SILAC_C2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160811_BWNilsen_SILAC_C3	Homo sapiens	cell culture	1	160811_BWNilsen_SILAC_C3	proteomic profiling by mass spectrometry	1	160811_BWNilsen_SILAC_C3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160811_BWNilsen_SILAC_C4	Homo sapiens	cell culture	1	160811_BWNilsen_SILAC_C4	proteomic profiling by mass spectrometry	1	160811_BWNilsen_SILAC_C4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160811_BWNilsen_SILAC_D1	Homo sapiens	cell culture	1	160811_BWNilsen_SILAC_D1	proteomic profiling by mass spectrometry	1	160811_BWNilsen_SILAC_D1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160811_BWNilsen_SILAC_D2	Homo sapiens	cell culture	1	160811_BWNilsen_SILAC_D2	proteomic profiling by mass spectrometry	1	160811_BWNilsen_SILAC_D2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160811_BWNilsen_SILAC_D3	Homo sapiens	cell culture	1	160811_BWNilsen_SILAC_D3	proteomic profiling by mass spectrometry	1	160811_BWNilsen_SILAC_D3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160811_BWNilsen_SILAC_D4	Homo sapiens	cell culture	1	160811_BWNilsen_SILAC_D4	proteomic profiling by mass spectrometry	1	160811_BWNilsen_SILAC_D4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_J1	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_J1	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_J1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_J2	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_J2	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_J2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_J3	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_J3	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_J3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_J4	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_J4	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_J4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_K1	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_K1	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_K1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_K2	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_K2	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_K2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_K3	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_K3	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_K3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_K4	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_K4	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_K4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_L1	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_L1	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_L1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_L2	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_L2	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_L2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_L3	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_L3	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_L3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_L4	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_L4	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_L4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_M1	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_M1	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_M1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_M2	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_M2	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_M2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_M3	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_M3	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_M3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_M4	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_M4	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_M4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_N1	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_N1	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_N1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_N2	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_N2	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_N2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_N3	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_N3	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_N3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_N4	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_N4	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_N4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_O1	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_O1	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_O1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160824_BWNilsen_SILAC_O2	Homo sapiens	cell culture	1	160824_BWNilsen_SILAC_O2	proteomic profiling by mass spectrometry	1	160824_BWNilsen_SILAC_O2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=SILAC;AC=MS:1002010;TA=Arg10,Lys8	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Arg10;AC=UNIMOD:267;TA=R;MT=Variable	NT=Lys8;AC=UNIMOD:259;TA=K;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
