source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	factor value[disease]
D2_AD2_TechRep_2	Homo sapiens	temporal neocortex	Alzheimer's disease	not available	not available	2	D2_AD2_TechRep_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	2	D2_AD2_TechRep_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Alzheimer's disease
D2_AD3_TechRep_1	Homo sapiens	temporal neocortex	Alzheimer's disease	not available	not available	3	D2_AD3_TechRep_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	D2_AD3_TechRep_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Alzheimer's disease
D2_AD3_TechRep_2	Homo sapiens	temporal neocortex	Alzheimer's disease	not available	not available	3	D2_AD3_TechRep_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	2	D2_AD3_TechRep_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Alzheimer's disease
D2_AD4_TechRep_1	Homo sapiens	temporal neocortex	Alzheimer's disease	not available	not available	4	D2_AD4_TechRep_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	D2_AD4_TechRep_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Alzheimer's disease
D2_AD4_TechRep_2	Homo sapiens	temporal neocortex	Alzheimer's disease	not available	not available	4	D2_AD4_TechRep_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	2	D2_AD4_TechRep_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Alzheimer's disease
D2_AD5_TechRep_1	Homo sapiens	temporal neocortex	Alzheimer's disease	not available	not available	5	D2_AD5_TechRep_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	D2_AD5_TechRep_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Alzheimer's disease
D2_AD5_TechRep_2	Homo sapiens	temporal neocortex	Alzheimer's disease	not available	not available	5	D2_AD5_TechRep_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	2	D2_AD5_TechRep_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Alzheimer's disease
D2_AD5_TechRep_3	Homo sapiens	temporal neocortex	Alzheimer's disease	not available	not available	5	D2_AD5_TechRep_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	3	D2_AD5_TechRep_3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Alzheimer's disease
D2_AD6_TechRep_1	Homo sapiens	temporal neocortex	Alzheimer's disease	not available	not available	6	D2_AD6_TechRep_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	D2_AD6_TechRep_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Alzheimer's disease
D2_AD6_TechRep_2	Homo sapiens	temporal neocortex	Alzheimer's disease	not available	not available	6	D2_AD6_TechRep_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	2	D2_AD6_TechRep_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Alzheimer's disease
D2_AD7_TechRep_1	Homo sapiens	temporal neocortex	Alzheimer's disease	not available	not available	7	D2_AD7_TechRep_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	D2_AD7_TechRep_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Alzheimer's disease
D2_AD7_TechRep_2	Homo sapiens	temporal neocortex	Alzheimer's disease	not available	not available	7	D2_AD7_TechRep_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	2	D2_AD7_TechRep_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Alzheimer's disease
D2_AD7_TechRep_3	Homo sapiens	temporal neocortex	Alzheimer's disease	not available	not available	7	D2_AD7_TechRep_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	3	D2_AD7_TechRep_3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Alzheimer's disease
D2_AD7_TechRep_4	Homo sapiens	temporal neocortex	Alzheimer's disease	not available	not available	7	D2_AD7_TechRep_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	4	D2_AD7_TechRep_4.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Alzheimer's disease
D2_AD7_TechRep_5	Homo sapiens	temporal neocortex	Alzheimer's disease	not available	not available	7	D2_AD7_TechRep_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	5	D2_AD7_TechRep_5.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Alzheimer's disease
D2_AD8_TechRep_1	Homo sapiens	temporal neocortex	Alzheimer's disease	not available	not available	8	D2_AD8_TechRep_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	D2_AD8_TechRep_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Alzheimer's disease
D2_AD9_TechRep_1	Homo sapiens	temporal neocortex	Alzheimer's disease	not available	not available	9	D2_AD9_TechRep_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	D2_AD9_TechRep_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Alzheimer's disease
D2_AD9_TechRep_2	Homo sapiens	temporal neocortex	Alzheimer's disease	not available	not available	9	D2_AD9_TechRep_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	2	D2_AD9_TechRep_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Alzheimer's disease
D2_AD9_TechRep_3	Homo sapiens	temporal neocortex	Alzheimer's disease	not available	not available	9	D2_AD9_TechRep_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	3	D2_AD9_TechRep_3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Alzheimer's disease
D2_AD9_TechRep_4	Homo sapiens	temporal neocortex	Alzheimer's disease	not available	not available	9	D2_AD9_TechRep_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	4	D2_AD9_TechRep_4.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Alzheimer's disease
D2_AD10_TechRep_1	Homo sapiens	temporal neocortex	Alzheimer's disease	not available	not available	10	D2_AD10_TechRep_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	D2_AD10_TechRep_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	Alzheimer's disease
D2_Control1_TechRep_1	Homo sapiens	temporal neocortex	not applicable	not available	not available	1	D2_Control1_TechRep_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	D2_Control1_TechRep_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable
D2_Control1_TechRep_2	Homo sapiens	temporal neocortex	not applicable	not available	not available	1	D2_Control1_TechRep_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	2	D2_Control1_TechRep_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable
D2_Control1_TechRep_3	Homo sapiens	temporal neocortex	not applicable	not available	not available	1	D2_Control1_TechRep_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	3	D2_Control1_TechRep_3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable
D2_Control1_TechRep_4	Homo sapiens	temporal neocortex	not applicable	not available	not available	1	D2_Control1_TechRep_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	4	D2_Control1_TechRep_4.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable
D2_Control2_TechRep_1	Homo sapiens	temporal neocortex	not applicable	not available	not available	2	D2_Control2_TechRep_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	D2_Control2_TechRep_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable
D2_Control2_TechRep_2	Homo sapiens	temporal neocortex	not applicable	not available	not available	2	D2_Control2_TechRep_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	2	D2_Control2_TechRep_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable
D2_Control2_TechRep_3	Homo sapiens	temporal neocortex	not applicable	not available	not available	2	D2_Control2_TechRep_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	3	D2_Control2_TechRep_3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable
D2_Control2_TechRep_4	Homo sapiens	temporal neocortex	not applicable	not available	not available	2	D2_Control2_TechRep_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	4	D2_Control2_TechRep_4.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable
D2_Control3_TechRep_1	Homo sapiens	temporal neocortex	not applicable	not available	not available	3	D2_Control3_TechRep_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	D2_Control3_TechRep_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable
D2_Control3_TechRep_2	Homo sapiens	temporal neocortex	not applicable	not available	not available	3	D2_Control3_TechRep_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	2	D2_Control3_TechRep_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable
D2_Control3_TechRep_3	Homo sapiens	temporal neocortex	not applicable	not available	not available	3	D2_Control3_TechRep_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	3	D2_Control3_TechRep_3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable
D2_Control3_TechRep_4	Homo sapiens	temporal neocortex	not applicable	not available	not available	3	D2_Control3_TechRep_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	4	D2_Control3_TechRep_4.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable
D2_Control3_TechRep_5	Homo sapiens	temporal neocortex	not applicable	not available	not available	3	D2_Control3_TechRep_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	5	D2_Control3_TechRep_5.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable
D2_Control3_TechRep_6	Homo sapiens	temporal neocortex	not applicable	not available	not available	3	D2_Control3_TechRep_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	6	D2_Control3_TechRep_6.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable
D2_Control3_TechRep_7	Homo sapiens	temporal neocortex	not applicable	not available	not available	3	D2_Control3_TechRep_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	7	D2_Control3_TechRep_7.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable
D2_Control3_TechRep_8	Homo sapiens	temporal neocortex	not applicable	not available	not available	3	D2_Control3_TechRep_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	8	D2_Control3_TechRep_8.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable
D2_Control4_TechRep_1	Homo sapiens	temporal neocortex	not applicable	not available	not available	4	D2_Control4_TechRep_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	1	D2_Control4_TechRep_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable
D2_Control4_TechRep_2	Homo sapiens	temporal neocortex	not applicable	not available	not available	4	D2_Control4_TechRep_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	2	D2_Control4_TechRep_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable
D2_Control4_TechRep_3	Homo sapiens	temporal neocortex	not applicable	not available	not available	4	D2_Control4_TechRep_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable; NT=Deamidation;AC=UNIMOD:7;TA=N,Q;MT=Variable	1	3	D2_Control4_TechRep_3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable
